counter,subID,task,Video,Track,Timestamp,errors_in_frame,time_to_prev_error,time_to_next_error,value1,error_type_value1,error_subtype_value1,value1b,value2,error_type_value2,error_subtype_value2,value2b,value3,error_type_value3,error_subtype_value3,value3b,value4,error_type_value4,error_subtype_value4,value4b,value5,error_type_value5,error_subtype_value5,value5b,HMD,offset,Timestamp_adjusted
794,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,335.64,2,4.12,-7.92000000000002,32,2,9,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,337.299791757993
795,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,343.56,1,7.92000000000002,-5.51999999999998,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,345.219791757993
796,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,349.08,1,5.51999999999998,-43.32,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,350.739791757993
797,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,392.4,2,43.32,-6.12,32,2,9,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,394.059791757993
798,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,398.52,3,6.12,-6.96000000000004,8,1,2,2,20,2,6,3,33,2,9,2, , , , , , , , ,varjo,True,400.179791757993
799,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,405.48,1,6.96000000000004,-36.92,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,407.139791757993
800,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,442.4,1,36.92,-4.60000000000002,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,444.059791757993
801,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,447,2,4.60000000000002,-8.56,8,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,448.659791757993
802,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,455.56,1,8.56,-10.08,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,457.219791757993
803,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,465.64,2,10.08,-4,31,2,8,2,6,1,2,2, , , , , , , , , , , , ,varjo,True,467.299791757993
804,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,469.64,2,4,-39.2,24,2,7,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,471.299791757993
805,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,508.84,1,39.2,-15.0000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,510.499791757993
806,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,523.84,2,15.0000000000001,-1.60000000000002,8,1,2,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,525.499791757993
807,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,525.44,1,1.60000000000002,-3.19999999999993,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,527.099791757993
808,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,528.64,1,3.19999999999993,-12.4,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,530.299791757993
809,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,541.04,1,12.4,-5.44000000000005,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,542.699791757993
810,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,546.48,1,5.44000000000005,-6.88,22,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,548.139791757993
811,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,553.36,1,6.88,-8.84000000000003,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,555.019791757993
812,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,562.2,1,8.84000000000003,-26.64,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,563.859791757993
813,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,588.84,1,26.64,-16.48,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,590.499791757993
814,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,605.32,1,16.48,-49.52,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,606.979791757993
815,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,654.84,2,49.52,-10.48,29,2,8,2,28,2,8,2, , , , , , , , , , , , ,varjo,True,656.499791757993
816,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,665.32,1,10.48,-2.51999999999998,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,666.979791757993
817,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,667.84,1,2.51999999999998,-6.55999999999995,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,669.499791757993
818,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,674.4,1,6.55999999999995,-70.84,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,676.059791757993
819,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,745.24,1,70.84,-32.48,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,746.899791757993
820,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,777.72,1,32.48,-4.07999999999993,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,779.379791757993
821,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,781.8,1,4.07999999999993,-14.6,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,783.459791757993
822,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,796.4,1,14.6,-10.5600000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,798.059791757993
823,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,806.96,1,10.5600000000001,-2.91999999999996,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,808.619791757993
824,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,809.88,1,2.91999999999996,-61.52,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,811.539791757993
825,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,871.4,1,61.52,-5.39999999999998,22,2,6,2, , , , , , , , , , , , , , , , ,varjo,True,873.059791757993
826,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,876.8,1,5.39999999999998,-7.32000000000005,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,878.459791757993
827,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,884.12,1,7.32000000000005,-6.03999999999996,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,885.779791757993
828,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,890.16,2,6.03999999999996,-3.56000000000006,31,2,8,2,24,2,7,2, , , , , , , , , , , , ,varjo,True,891.819791757993
829,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,893.72,1,3.56000000000006,-9,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,895.379791757993
830,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,902.72,1,9,-30,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,904.379791757993
831,P23,sandwich,P23_sandwich_2_merged.mp4,error frame,932.72,1,30, ,29,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,934.379791757993
832,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,19.2,1, ,-1.36,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,21.3576892467638
833,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,20.56,1,1.36,-3.84,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,22.7176892467638
834,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,24.4,1,3.84,-4,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,26.5576892467638
835,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,28.4,2,4,-.84,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,30.5576892467638
836,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,29.24,2,.84,-5.12,6,1,2,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,31.3976892467638
837,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,34.36,2,5.12,-13.84,31,2,8,2,13,1,3,2, , , , , , , , , , , , ,varjo,True,36.5176892467638
838,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,48.2,1,13.84,-10.04,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,50.3576892467638
839,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,58.24,2,10.04,-24.28,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,60.3976892467638
840,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,82.52,1,24.28,-7.40000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,84.6776892467638
841,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,89.92,1,7.40000000000001,-.640000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,92.0776892467638
842,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,90.56,1,.640000000000001,-15.2,26,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,92.7176892467638
843,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,105.76,1,15.2,-1.11999999999999,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,107.917689246764
844,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,106.88,1,1.11999999999999,-3.68000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,109.037689246764
845,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,110.56,2,3.68000000000001,-4.28,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,112.717689246764
846,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,114.84,1,4.28,-1.67999999999999,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,116.997689246764
847,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,116.52,1,1.67999999999999,-2.68000000000001,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,118.677689246764
848,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,119.2,1,2.68000000000001,-5.31999999999999,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,121.357689246764
849,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,124.52,2,5.31999999999999,-10.6,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,126.677689246764
850,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,135.12,1,10.6,-2.96000000000001,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,137.277689246764
851,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,138.08,2,2.96000000000001,-6.67999999999998,3,1,1,2,1,1,1,2, , , , , , , , , , , , ,varjo,True,140.237689246764
852,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,144.76,1,6.67999999999998,-.680000000000007,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,146.917689246764
853,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,145.44,2,.680000000000007,-24.4,6,1,2,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,147.597689246764
854,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,169.84,1,24.4,-8.44,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,171.997689246764
855,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,178.28,1,8.44,-3.68000000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,180.437689246764
856,P22,cereal,P22_cereal_2_merged_varjo.mp4,error frame,181.96,3,3.68000000000001,168.68,31,2,8,2,13,1,3,2,21,2,6,2, , , , , , , , ,varjo,True,184.117689246764
857,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,13.28,1,-168.68,-.680000000000001,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,19.6745885987498
858,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,13.96,2,.680000000000001,-15.76,31,2,8,2,21,2,6,2, , , , , , , , , , , , ,varjo,True,20.3545885987498
859,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,29.72,1,15.76,-7.72,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,36.1145885987498
860,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,37.44,1,7.72,-10.88,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,43.8345885987498
861,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,48.32,2,10.88,-1.96,6,1,2,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,54.7145885987498
862,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,50.28,2,1.96,-7.16,6,1,2,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,56.6745885987498
863,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,57.44,1,7.16,-2.08000000000001,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,63.8345885987498
864,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,59.52,1,2.08000000000001,-1.12,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,65.9145885987498
865,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,60.64,1,1.12,-10.4,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,67.0345885987498
866,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,71.04,1,10.4,-5.31999999999999,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,77.4345885987498
867,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,76.36,1,5.31999999999999,-2.95999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,82.7545885987498
868,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,79.32,2,2.95999999999999,-2.40000000000001,23,2,7,2,27,2,8,2, , , , , , , , , , , , ,varjo,True,85.7145885987498
869,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,81.72,3,2.40000000000001,-6.56,31,2,8,2,7,1,2,2,13,1,3,2, , , , , , , , ,varjo,True,88.1145885987498
870,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,88.28,1,6.56,-2.67999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,94.6745885987498
871,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,90.96,1,2.67999999999999,-2.36,1,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,97.3545885987498
872,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,93.32,1,2.36,-10,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,99.7145885987498
873,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,103.32,1,10,-3.76000000000001,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,109.71458859875
874,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,107.08,1,3.76000000000001,-1.68000000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,113.47458859875
875,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,108.76,1,1.68000000000001,-11.76,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,115.15458859875
876,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,120.52,3,11.76,-5,7,1,2,2,6,1,2,2,3,1,1,2, , , , , , , , ,varjo,True,126.91458859875
877,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,125.52,2,5,-12.36,6,1,2,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,131.91458859875
878,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,137.88,1,12.36,-4.40000000000001,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,144.27458859875
879,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,142.28,1,4.40000000000001,-3.75999999999999,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,148.67458859875
880,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,146.04,1,3.75999999999999,-32.08,25,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,152.43458859875
881,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,178.12,1,32.08,-21.04,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,184.51458859875
882,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,199.16,2,21.04,-2.03999999999999,10,1,3,2,29,2,8,2, , , , , , , , , , , , ,varjo,True,205.55458859875
883,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,201.2,2,2.03999999999999,-3.96000000000001,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,207.59458859875
884,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,205.16,3,3.96000000000001,-3.75999999999999,6,1,2,2,31,2,8,2,21,2,6,2, , , , , , , , ,varjo,True,211.55458859875
885,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,208.92,1,3.75999999999999,-5.76000000000002,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,215.31458859875
886,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,214.68,2,5.76000000000002,-8.75999999999999,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,221.07458859875
887,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,223.44,1,8.75999999999999,-7.28,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,229.83458859875
888,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,230.72,1,7.28,-5.84,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,237.11458859875
889,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,236.56,3,5.84,-21.84,8,1,2,2,21,2,6,2,32,2,9,2, , , , , , , , ,varjo,True,242.95458859875
890,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,258.4,3,21.84,-2.36000000000001,13,1,3,2,31,2,8,2,3,1,1,2, , , , , , , , ,varjo,True,264.79458859875
891,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,260.76,1,2.36000000000001,-9.16000000000003,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,267.15458859875
892,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,269.92,1,9.16000000000003,-4.80000000000001,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,276.31458859875
893,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,274.72,1,4.80000000000001,-1.35999999999996,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,281.11458859875
894,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,276.08,1,1.35999999999996,-10.96,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,282.47458859875
895,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,287.04,1,10.96,-2.51999999999998,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,293.43458859875
896,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,289.56,1,2.51999999999998,-4.16000000000003,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,295.95458859875
897,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,293.72,1,4.16000000000003,-21.16,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,300.11458859875
898,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,314.88,1,21.16,-.199999999999989,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,321.27458859875
899,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,315.08,1,.199999999999989,-8.68000000000001,32,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,321.47458859875
900,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,323.76,1,8.68000000000001,-22.36,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,330.15458859875
901,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,346.12,1,22.36,-7.68000000000001,7,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,352.51458859875
902,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,353.8,1,7.68000000000001,-3.95999999999998,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,360.19458859875
903,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,357.76,1,3.95999999999998,-5.04000000000002,27,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,364.15458859875
904,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,362.8,1,5.04000000000002,-.319999999999993,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,369.19458859875
905,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,363.12,1,.319999999999993,-6.24000000000001,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,369.51458859875
906,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,369.36,1,6.24000000000001,-32.88,13,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,375.75458859875
907,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,402.24,1,32.88,-6.19999999999999,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,408.63458859875
908,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,408.44,2,6.19999999999999,-6.12,8,1,2,2,3,1,1,2, , , , , , , , , , , , ,varjo,True,414.83458859875
909,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,414.56,1,6.12,-1.36000000000001,31,2,8,2, , , , , , , , , , , , , , , , ,varjo,True,420.95458859875
910,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,415.92,1,1.36000000000001,-4.24000000000001,3,1,1,2, , , , , , , , , , , , , , , , ,varjo,True,422.31458859875
911,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,420.16,1,4.24000000000001,-16.32,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,426.55458859875
912,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,436.48,1,16.32,-3.12,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,442.87458859875
913,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,439.6,1,3.12,-12.56,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,445.99458859875
914,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,452.16,2,12.56,-9.23999999999995,7,1,2,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,458.55458859875
915,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,461.4,2,9.23999999999995,-8.92000000000002,33,2,9,2,8,1,2,2, , , , , , , , , , , , ,varjo,True,467.79458859875
916,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,470.32,3,8.92000000000002,-3.84000000000003,3,1,1,2,13,1,3,2,31,2,8,2, , , , , , , , ,varjo,True,476.71458859875
917,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,474.16,1,3.84000000000003,-16.4,8,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,480.55458859875
918,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,490.56,1,16.4,-23.48,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,496.95458859875
919,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,514.04,1,23.48,-3.48000000000002,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,520.43458859875
920,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,517.52,1,3.48000000000002,-17.9200000000001,16,1,5,2, , , , , , , , , , , , , , , , ,varjo,True,523.91458859875
921,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,535.44,1,17.9200000000001,-7.88,7,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,541.83458859875
922,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,543.32,1,7.88,-2.79999999999995,4,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,549.71458859875
923,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,546.12,1,2.79999999999995,-14.8,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,552.51458859875
924,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,560.92,1,14.8,-17.12,24,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,567.31458859875
925,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,578.04,2,17.12,-3.44000000000005,23,2,7,2,16,1,5,2, , , , , , , , , , , , ,varjo,True,584.43458859875
926,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,581.48,2,3.44000000000005,-2.88,13,1,3,2,31,2,8,2, , , , , , , , , , , , ,varjo,True,587.87458859875
927,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,584.36,1,2.88,-6.96000000000004,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,590.75458859875
928,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,591.32,1,6.96000000000004,-3.67999999999995,33,2,9,2, , , , , , , , , , , , , , , , ,varjo,True,597.71458859875
929,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,595,1,3.67999999999995,-9.39999999999998,6,1,2,2, , , , , , , , , , , , , , , , ,varjo,True,601.39458859875
930,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,604.4,1,9.39999999999998,-12.3200000000001,12,1,3,2, , , , , , , , , , , , , , , , ,varjo,True,610.79458859875
931,P22,sandwich,P22_sandwich_2_merged.mp4,error frame,616.72,1,12.3200000000001,-1.51999999999998,23,2,7,2, , , , , , , , , , , , , , , , ,varjo,True,623.11458859875
